,text,Label
1008,Frumoasă și deșteaptă! Tânăra din Botoșani care a fost la un pas să câștige  lei la cel mai cunoscut concurs de stil din România …,2
3683,Țara din Europa care a gestionat cel mai bine pandemia de COVID-19,1
1900,<|EMAIL|> Aplicația HomeBank nu funcționează cu iOS 8. Vreo rezolvare?,0
3124,"Chiar acum am mai băut o sticlă de Coca-Cola Zero la 0,5 litri la 3,5 lei de la un magazin din centrul orașului, Slatina și am mai fumat încă patru țigări Pall Mall negru la bucată! M-am simțit bine și în această dimineață frumoasă de primăvară!",2
3475,"Fotbal: Arbitrul român  , delegat la meciul  - , din Europa League",1
1994,"s-a angajat la ? Dacă da, cine şi-a dat acordul? Că e un sinistru.",0
1205,"Strada Blănari, biserica Sf. Nicolae-Șelari (dreapta), fostul sediu  în stânga - #Bucuresti, 1955 (…) #DiscoverRomania",1
3034,Haideti sa ii facem o surpriza lui iampanabogdan si daca face 3000 de followers o sa fie fotograful nostru de pe Instagram ! Ce ziceti merita follow-ul nostru puternic? eu zic ca e ce trebuie!  #opel…,2
2051,Nu am mai vazut o parcare atat de plina si atatia oameni de mult  <|EMAIL|> Popesti-Leordeni),0
987,"Feedback-ul și satisfacția clienților mă motivează și mă încurajează și nu pot decât să fiu recunoscătoare pentru încrederea acordată. Dau Credit viselor tale, și la propriu și la figurat!",2
160,"Asta-i frate , acum , nu vedem dusmanul ca-i inghite pe astia si ca urmam noi?!",0
986,. Buna ce pisicuta frumoasa aveti la profil imi place multumesc pt cafea va iubesc,2
3106,"un paduche,il interpreteaza,ca la Teatru,pe Directorul de la  ,fostul ICL  ,ca el este NOUL DIRECTOR,numit de  de la Roma,initial cu scopul de a DEVALIZA incasarile si ulterior,ca sa conduca,el,acest IMPOSTOR ,TARA,cu Alimentara.INCREDIBIL.",0
2628,"Bun, am un Samsung Galaxy S4 la liber si un Iphone 4s pe  cacat sa fac cu ele, schimb cu un Iphone 5s?",0
2042,"Deci  / nokia are cel mai prost sistem de sincronizare, import/export.",0
2138,"Am Samsung Galaxy Ace şi nu-mi merge Instagram, nu procesează pozele... :((",0
3273,aia cerea in  .. daa nu il lasau altii pe el ..,1
2917,"Hello! Ne cerem scuze ca nu am raspuns mai rapid! Daca ai putin timp, te rugam sa ne lasi un mesaj privat! Cu siguranta vom rezolva impreuna! :)",2
1917,ofera actualizare de software pentru smartphone-ul P5 Alldro,2
1941,Imaginează-ți cum întrețin epavele ăștia de la  . Sârmă e baza.,0
1089,"Pai cand spui "" romanii sunt de cacat"" tu nu te cam victimizezi?  Statul nu ne datoreaza nimic si noi lui. Drumuri - platim taxe, sanatate - platim taxe.  Crypto? Imi pare rau, nu statul a investit sute de ore si stres in treaba",0
3066,"În cazul în care aveți nevoie de un troler nou și nu ați reușit ieri să vă cumpărați unul,  are și astăzi zeci de modele de bagaje la preț redus, plus alte oferte pentru mii de produse. Vezi promoțiile active aici",2
1080,"Grecia este pregătită să primească turişti de la 1 martie. Număr record de cereri, pe fondul relaxării restricțiilor de călătorie …",1
1861,a luat-o razna la . Așa le trebuie dacă îl bagă în direct.,0
1787,Top 10 al celor mai populare producții de pe  în 2019,2
507,Ce sa faci ca sa ai un ten sanatos chiar si in timpul somnului - …,1
302,vai de mine ce mă sperie tehnologia pe timp de noapte..,0
3247,"Pe principiul „primul venit, primul servit” au acționat doi bărbați din Galați.",1
3669,#DIGI : Anuntul IMPORTANT de AZI pentru Toti Clientii -  #peblog #romania #2020 #news #stiri,1
2084,"Noua tableta sa descurca foarte bine , multumesc  pentru minunatia asta",2
2474,Ha? Cand au facut carrefour market la sincai? Peste drum de mega image. Sa vezi acum preturi,0
1056,"ce să facem dacă pe noi ne bat părinții de ne sună apa în cap? unii nu realizează ce se întâmplă de fapt și “educă” și ei soțiile, copiii că na, așa a zis mămica că se educă un om, nu cu vorba bună că “cu vorba bună n",0
218,"Mai sunt si sezoane proaste... Asta e, de la capat .",0
304,"Salut! Ce stii despre CinemaCity?  am trimis un  am primit decât confirmarea electronică ca au primit  ca ei sunt in pauza fara sa stiu data lor de revenire,probabil Covidul este cauza...",0
2743,"Astia de la  au venit la , au plecat si s-au intors dupa 30 min. Probabil au uitat sa ia cheia. Acum am curent.",2
1783,Imi inchei conturile.... finally <|EMAIL|> Transilvania (Bucurestii Noi)),0
17,Generalul american  : „Am fost naivi în înţelegerea modului în care funcţionează Kremlinul”...,0
1038,"Trăim pentru dragoste și prin ea , ea este cea care ne ține în viață și ne face fericiți , este izvorul vieții noastre ! #ErkanMeriç",2
2631,Cred că-mi iau un #Mercedes... Să mă ducă repede până la #Succes! #cla #AMG #mercedes #luxury #power…,2
2468,Cu ochii pe tort ca pe butelie! Sau ş'una ş'alata.. :) #rompetrol #energievie #totulnatural…,2
2434,"Si eu am mai avut un Samsung X660 care mi-a fost furat la scoala, in clasa a IV-a, parca :(",0
1697,Toate au un început... prima carte luată de la,1
1967,"Legume colorate, sănătoase și bogate în vitamine ! megaimage_ro",2
3152,"Mi se pare anormal ce face facebook și instagram în ultima vreme sunt niște jeguri de oameni, niște mizerii de oameni, care liberă exprimare băh dacă tu mă blochezi pe mine îți fut un pumn în gură și te las lat pe asfalt hai pa jeguri de oameni ce sunteți, aștia de la facebook",0
580,Super!!! Te încadrezi în peisaj la marele fix! 😀,2
950,"PS    ,tu ai baut,ceva tuica,stii ca-ti face rau.Doctorul nu bea,o picatura,i-si ride de tine,cu  urile  astia,de la Mine?Niste Fraieri,la fel,ca mine,GURA,ca ajunge,cu prosteala.",0
3645,"donează către mai multe spitale din țară echipamente medicale de peste 1,6 milioane de euro și un laborator de testare RealTime PCR",1
1393,Amenzile pentru necompletarea PLF au scăzut. Cine poate tranzita România fără el …,1
1289,Făceam multe delegații în Brașov și în județ.,1
201,"Se pare că atunci cînd bîzîiau cu Luna ... li s-a spus să-şi vadă de-ale lor ... că ar face ""deranj"" pe-acolo ... ceea ce au şi executat ... lăsînd-o-n bălării cu voiajele pe Lună. Probabil că la asta se referea omu'. Un fel: ""E logic ce spui da' n-avem voie acolo. "" 🙂",0
943,Vaccinuri transportate in cutii de Pizza ? Pe ce Temei Legal și Științific a fost prelungit termenul  ? Statisticile din industrie arată că: 25% dintre vaccinuri ajung la destinație într-o stare degradată din cauza transportului incorect. …,0
3525,Fotbal:  ( ) - Azi trebuia să câştigăm la diferenţa cu care ne-a bătut  în campionat,1
2969,Îmi place mult serialul 《I am a killer》de pe # A doua seară când mă ține lipită de canapea. Vorba aceea: 《Viața bate filmul》... #coronajurnal #jurnalînvremeapandemiei,2
521,"Pe vremea aia la noi concerta Holograf la Forum in Costinesti :))) Rusii, tot cu perestroika lor.  via",2
928,buna multumesc pt bunatatea pe care o exprimati va iubesc,2
3861,"Știm că sunt lucruri speciale pentru voi, lucruri care vreți să rămână frumoase mereu! #SaveMob",2
3653,"#liga1 #playoff #etapa2 #fcsbcraiova Aceasta este echipa trimisă în teren de  în partida cu  , care va începe la 20:30, în direct la  ,  și  ;…",1
228,"Cel mai trist lucru e atunci când te simți doborât, te uiți în jurul tău și îți dai seama că nu e niciun umăr pe care să te sprijini.",0
2889,Intervenții la reparația regulatorulului pentru timoneria de frână al locomotive #EA199  la - 10°C în #SELC_Ciceu #călătoreșteTRENdy,1
3520,Precipitation maps North America #USA #rainfall (Precipitații în SUA),1
2076,Ce tarani astia de la  ... Taie din film sa faca loc la reclame. Jenant.,0
1187,"Un prototip al viitorului SUV Dacia Bigster a fost fotografiat pe străzile din Praga. Un prototip al SUV-ului românesc Dacia Bigster a fost surprins complet necamuflat pe o stradă din regiunea Holešovice, la nord de Praga, scrie  …",1
1631,Proteste violente in parcarea de la ikea.,0
2993,"Librărie cu dichis, record shop + many more,  împlinește 18 ani! Prilej să ne-amintim de toate proiectele frumoase pe care ne-au ajutat să le promovăm Mulțumim,… ;igshid=1kn6p33gahngn",2
1175,"„ greșește. Nu aveam dreptul să răstorn rezultatul alegerilor. Președinția aparține poporului american și numai poporului american”, a spus Pence. Cum sa tii lângă tine un șarpe ca pence?",0
3879,Sunt foarte mulțumit. 🤗,2
1874,Dupa un mic dejun rapid  suntem gata de drum #bmaxroadtrip,2
1547,Cam multa lume la metro pentru ora 6,0
1105,Seara placuta de sambata si noapte linistita pentru tine🍸🙏❄️,2
1173,"Asta am inteles, dar mă refeream de ce nu aveți o ""prietenie"". Ce am reușit să culeg, este că face ceva reclama falsa?",0
458,Craiova: Biblioteca Aman organizează expoziția de cărți și materiale multimedia intitulată „American Presidents: History in Books and Images …,1
2948,Duminică dimineață  a operat primul zbor pe noul aeroport din Istanbul . :  #tarom  #istanbul #bucharest #bucuresti   #aviation #aviatie #romania #skyteam,1
3532,Fotbal: Asociaţia  cere ajutorul fanilor pentru ca # să nu piardă baza de la Săftica,1
694,Credeam ca sunt singurul cu bucurii și beneficii,1
2995,"Eu știu că fură datele numai prin browserul lor. Tot poporul folosește chrome&altele, deci suntem safe. Oricum, și  îmi execută silit tot laptopul, nu e vreo surpriză și m-am obișnuit.",0
1682,eu folosesc  dar nu stiu despre ce vorbesti :),2
2552,Dar ce avem noi aici? ♡ Samsung Charm este o brățară inteligentă ce sigur o să fie apreciată de…,2
3111,"Facebook  Să le arătăm susținerea noastră și să le mulțumim că ne-au adus filmele în . Ei au fost primii care au încercat încă de la primul film, au început cu o sală mică iar acum sunt mereu prezenți. ;id=273640102662334 #MGMAVOTE #BTS",2
2722,dezvăluie ce cumpără acum clienţii: Românii manifestă interes pentru reorganizarea caselor – bir.  prin,2
1633,da pe pro tv sa vezi mare frumusete :))))),2
1806,"așa face camera asta de lenovo zoom, cu pensula, plm..",0
3851,Dacă sap prin mail-uri poate găsesc ceva cu un laptop MSI trimis la test mort pe bancul de probă. Mie personal mi-a murit placă video MSI scoasă din cutie. Loturi și loturi.,1
1946,Bere proasta reclama proasta #Bergenbier. Din viitor auzi la ei,0
3864,"Superb!Un serial foarte  episod frumos, distractiv, iubire, răzbunare,un scenariu senzațional!Mulțumim întregii echipe pentru această seară minunată! #gücünașkinda  #CanYaman ÖzgürAtasoy Ezgiİnal #Özg",2
2815,"""Uai-fi, internet of sings"" Speaker-ul de la  vorbeste despre smartphone ca fiind inventia de peste o saptamana #imworld",0
301,"Cea mai murdară ""afacere"" și care totuși prospera la un nivel extraordinar este politicul în marea lui parte.",0
823,"Stau în Londra, dar merg în multe locuri.",1
1907,Ce poze să nu publici pe Facebook de Crăciun sau de Revelion,1
2383,"ajunge pe plus după 7 ani de pierderi, înregistrează profit de  milioane de lei pe 2019",2
522,Mai mult ca mine sigur. Eu nu am schimbat anul asta de pe HDMIul cu AppleTV :),2
3612,"Pentru vise frumoase: neutru nu-nseamnă nimic. Nimic este semnificat prin zero, 0, nul, nicht, nada, nica...",1
1352,"De ce toată lumea merge in Ardeal? As vrea sa văd un vlogger ca ia trenul in Teleorman, Giurgiu, Călărași sau in Vaslui. Nu vreau sa jignesc pe nimeni, dar toți cei care vin in România scriu numai despre Ardeal, Valea Prahovei și Del",0
1334,FOTO. Artista care a transformat cea mai urâtă stație de metrou din București în cea mai fotografiată …,1
357,"Ce au făcut în iraq, Siria, Afganistan, Kuweit, Libia, Liban, Iugoslavia!!? ""Dezbina ca să stăpânești""!! Deviza globalisti, Au ucis fără milă și motiv milioane de oameni nevinovați, copiii, pentru că noi, toți, nu suntem poporul lor,  Și toți cei non-evrei sionisti khazari",0
327,"Ministrul croat al construcțiilor, arestat într-un dosar de corupție. Ancheta îi vizează pe mai mulți oficiali  #news #stiri #romania",0
846,"Am inlocuit-o cu o gaură.🤦 Sau dus pădurile,petrolul , grânarul Europei .",0
868,Ai punctat bine. Mai există și oameni fericiți...sporește Doamne...,2
760,"Astronomii au identificat o a treia planetă care orbitează Proxima Centauri, cea mai apropiată stea de Soare - … au identificat o a treia planetă care orbitează Proxima Centauri, cea mai apropiată stea de SoareAstronomii au identificat o a treia planetă c...",1
3096,"Constanța pe Facebook - coaie tu ce scrii acolo scrii serios ?? . Eu - da om . O perioadă de circa 2 luni de zile la care se conecta  cu mine , în două zile cont închis recuperat în 3 zile , sigur nu mai erau aceiași pe pagină ...",0
1524,Cu pretenaşu  la cumparaturi:)) <|EMAIL|>,2
1182,nu ti o fi rusine sa stai sa rumegi pe gameplay uri candy crush firial drc tu sa fii iei cele mai proaste decizii in viata #saynotobigmac #nobigtasty #mccombo,0
2354,"La scarbici, cu chef de munca imens (cafeaua si muzica sunt de vina pentru asta :D ) <|EMAIL|> Parc)",2
719,🏁 „Studenții” au avut parte de o ultimă repetiție înainte de primul meci oficial din 2022. 🔜 💪 Băieții lui  s-au impus cu 5-1 în amicalul cu  .  📰 Citește mai multe despre desfășurarea meciului  👉   #Amical #UvsCugir,1
3407,Proiectul legii 5G a fost aprobat astăzi în ședința de,1
3752,este pe cale să îl depăşească pe  şi să devină cea mai bogată persoană din lume.,1
2801,lanseaza smartphone-ul cu cel mai mare ecran din lume si varful de gama al seriei de smartphone-uri Huawei Ascend D2…,1
3856,"Wintel SysAdmin: Laptop, internet, VPN, monitor extra, diadema, celular, e-cig..",1
930,Privește un început îndrăzneț cu bunăvoință ! #ErkanMeriç,2
1937,O pizza înainte să o iau la drum către Deva. :) <|EMAIL|> Hut w/ 3 others),2
804,Discursul Președintelui Ucrainei  la cea de-a 58-a Conferință de Securitate de la München ➡️,1
888,"un romantic incurabil - …, un romantic incurabilCătălin , un romantic incurabil",2
1516,Vizită făină! <|EMAIL|>  -  w/ 5 others),2
1763,Coada mare la  iar angajatele se mişcă ca un melc...,0
2499,"Ziua Portilor Deschise la # - 34 de ani de la inaugurare! La multi ani, tren galben fara cai!",2
227,Rusofonii din Ucraina spun că nu au nevoie să fie salvați de către  … #ucraina #rusia #rusofoni #putin,0
2278,mie mi-a plăcut aia cu #haisamancamimpreuna știi ca eu am câștigat concursul ala?,2
1596,Nu-mi mere RDSul :( HELP net la #prforum,0
591,_Official Te respect! Am admiratie pentru melodiile tale! In special pentru aceea inchinata mamei! Felicitaru!,2
164,"doamne fereste, asta e tipica replica. am primit-o si eu si din cauza asta am stat 13 ani cu aparat si am plombe de 1100 de lei in gura. imi pare foarte rau, stiu cum este. ai reusit sa-l salvezi?",0
974,"Superb,și vouă și cântecul adevărați superstar",2
568,Ucrainienii intenționează să candideze la Jocurile Olimpice 2030 … #Ultimaoră #Internațional,1
43,buna i mi placi mult apreciez toate.calitatiile frumoase pt bunatate di ptr frumusete va iubesc,2
880,"Am stricat ceva la suspensia din față pe drum înapoi. În raionul Anenii Noi. Pizdeț ce drumuri rele acolo și în Căușeni. Dar în rest, dacă ai Nivă - ideal 😁",0
964,Jucăm Ticket to Ride in familie. Copilul flegmatic cugetă cu voce tare: Boadgames - Marriage Destroyer Simulator,2
1560,Chiar să-i dizlocați umărul fetei?,0
1466,conduce piaţa smartphone,2
1708,mi-am luat sticla de colectie coca-cola 125 ani,2
2650,Nu îmi vine să cred că cei de la  vor onora comenzile pentru produsele resigilate la prețuri derizorii.,0
2223,Cea mai mare provocare pentru mine anul acesta este sa ma las de baut Coca Cola!,0
3473,"Oare cum ar fi un TweetMeet cu totii la cort, muzica si bere si vorbe, somewhere, in a field, in Hampshire? Ati veni, sunt sigur.",1
2016,Am uitat sa verific cand imi livreaza  comanda. Ar cam fi vremea ...,0
2216,își extinde prezența în România cu un centru de dezvoltare tehnologică în Iași,2
1820,Mâine și poimâine 40% reducere la toate jucăriile din .,2
2318,Eectul direct al faptului ca in romania nu mai e fabrica de coca cola. Nu sunt stocuri,0
2479,Pacat ca noul iPhone e mai lung si la fel de lat. Va arata ca Nokia Lumia 800 putin mai mare.,0
1986,PROMISIUNEA  Facuta pentru Abonatii din Intreaga Lume  via,2
2000,"Daca vreau, ating un nor :) #masinadefamilie #BMW #Seria2  Romania",2
445,"dimensiunile principale încadrate în sfera psihologiei pozitive se regăsesc: fericirea, optimismul, înțelepciunea, sănătatea, reziliența, luarea deciziilor, starea de bine fizică, emoțională …",2
2273,M-a duc sa cumpăr niște lămâi. Greu de privit la  #romaniiautalent #grețoasamihaela,0
3684,"”Sistemul nostru de spitale nu funcționează bine”, a răspuns , întrebat de  de ce România se menţine în fruntea clasamentului mortalității COVID, în Europa  #news #stiri #romania",1
3332,Semnificația actului cu care guvernul Câțu se umple de infamie destituindu-l pe ultimul președinte al  din funcția pe care o deținea în guvern nu este deloc greu de descifrat.,1
1332,Au început să bea femeile .... Bravooo  începe războiul bețivilor din butoiul lui Putin....,0
1360,"Dupa ce l ati inchis, neaparat ars in fata blocului .",0
1549,Daca nici  nu face show atunci cine?,2
2644,Antivirusul numărul 1 în lume devine mai bun și mai rapid:  lansează noua linie de produse: Bitdefe...,2
3275,s-a angajat la stat: a ajuns consilier în . Salariul generos primit de fiica fostului preşedinte,1
477,sa aveti pofta  nu am avut timp de cumparaturi...🙂🙂🙂,2
440,s o futa fostu pe ma ta direct in gat sa ii bage lu mortii tai numai malakie in gat,0
2157,Ne invartim de juma de ora in fata aeroportului. Nu ne deschid barierile la,0
3870,"Da, am vazut si auzit competenta tropaind 😁😆 chiar in pas de defilare Extaz total! 😂",2
119,ce mi a facut a mea😭😭 le a aratat tuturor rusinea mea,0
3012,"Frumusețea serii de 27 iunie, când norocul şi-a ales câştigătorul pentru #marelepremiu, un #preafrumos Mercedes C Class, o vedeți acum în albumul pliiin cu poze publicat pe pagina oficială…",2
3314,30 ponturi fotbal  pentru biletul zilei,1
1444,Chillin' <|EMAIL|> in București),2
2082,L-am scos pe ăsta micu la plimbare :) #masinadefamilie #Nissan #Navara,2
837,"îl învinge pe , chiar de ziua sa de naștere! Declarația lui  după reușită! Felicitări tuturor …",2
1322,"Si eu cred că in martie o să ajungă la 25k ,dar nu stiu in ce an",1
1945,Astia de la  vin cu mari inovatii pe care  le are de vreo 4 ani.,0
2520,"<|EMAIL|>  Salut! L-am comandat de pe Amazon. Editia Mexicana (fara subtitrari).""Mersi mult! Salutari! :)",2
115,Parerea mea  a fost cel mai frumos .#Alihan #OnurTuna ♥️♥️♥️♥️,2
2597,lanseaza α7R: cea mai mica si usoara camera foto full frame cu obiective interschimbabile din lume,1
944,"Bha sa sugeti pula toți jegoșii jurnaliști de căcat bolnav cu johnazist-ul pulii la , cum moară măicuțele care v-au fătat de avortoni ratați credeți că îl ia cineva pe nazist, măcar să îl ia dar jegosul nu a realizat nimic decât sa sugă pula și lingău de cur la străini🖕🤮😡",0
2179,Vreau si eu un prelungitor... Nu vad deloc unde naiba sunt puse! <|EMAIL|> Sun Plaza),0
1090,"ai adresa pe dm. ♥️ mii de multumiri, revin cu feedback - asta daca nu ma amagesti, la fel ca si cu scrisorile.",2
2508,Momentul acela cand raceala te loveste si nu stii cum sa mai scapi de ea :( <|EMAIL|> Net in București),0
2050,Maturizare: catalogul de la  e noua forma de pornografie consumerista.,0
1486,Încă o seara luungaaa :( <|EMAIL|> Parc Mall),0
1326,"Tragerea Loto 6/49 din 6 februarie 2022. Report de peste 7,38 milioane de lei la categoria I  #news #stiri #romania",1
2391,ăla cu șapcă 2010 bmw seria 5 - el a tâlhărito pe  ! . 2009 făcea semn : danabol pe nas ..,0
3705,"Combaterea poluării și a schimbărilor climatice în Europa va îmbunătăți sănătatea și bunăstarea oamenilor, în special pe a celor mai vulnerabili",1
2411,"#LIDL Romania: GRATUIT pentru , Mare SURPRIZA Anuntata  #Peblog #romania #2020 #news #stiri",2
2158,Nu aţi băut bere pînă nu aţi băut Heineken la  după 10 kilometri de alergat.,2
2602,Daca esti in #cluj in perioada #untold poti sa te bucuri de ofertele speciale de poveste de la  :D…,2
3072,"Noua gama Gerovital Plant, contine cele 3 bunatati care au la baza ingrediente de origine naturala in proportie de pana la 98%. Acestea ofera protectie naturala microbiana si beneficii multiple pentru tenul normal si…",2
2723,a-ți văzut mă ? la omorât  pe ăla acolo ! . B 47 LDY Mercedes în data de - ai făcut crimă ? ai făcut viol ?,0
50,"Indiferent cât de creativi sau de inteligenți suntem, indiferent de tipul nostru de personalitate, agilitatea emoțională este ceea ce determină în final cât de mult succes vom avea. Descoperă ➡️",1
219,"O fermă de cerbi, principala atracţie a turiştilor din Poiana Neamţului. Traseu de poveste pe crestele Munţilor Făgaraş  #stiri #romania #Observator",1
2212,"Director  : Zuzu Max, primul iaurt pentru barbati din Romania #promotions360",1
2555,"Gol in , nu au mai refăcut stocurile ... Unele produse sunt cu 2,3 lei mai scumpe decât in  #Cluj",0
2841,Dar chiar toate prezentările sunt numa' reclame mascate? #smscluj C'mon #nokia #bcr #bt #revistabiz puteți mai mult de atât!,0
799,Sincer nu-i genul meu de piesă dar în mod obiectiv e o piesă respectabilă și cred că își merită locul la Eurovision,2
175,#KeremBürsin ramânem cu speranța ca mâine va fi o nouă zi și totul va fi frumos și bine 🥰,2
178,Tocmai am vazut pe cineva de varsta mea intr o relatie fericita.  Mi a stricat ziua,0
1043,Realme C35 – specificaţii detaliate înainte de lansarea oficială … via,1
3578,"3.Ț𝕚𝕟𝕖 𝕦𝕟 𝕛𝕦𝕣𝕟𝕒𝕝💚   Fa-ti un jurnal in care vei scrie data, greutatea pe care o ai, numarul de calorii consumate, precum si alimentele interzise pe care le-ai mancat in ziua respectiva. Acest jurnal nu te va ajuta numai sa monitorizezi evolutia ta! 💚",1
245,"Nu, nu s-a publicat în MO. Este o nebunie. Interpretările sunt 2: una pro-criminali și una normală, adică nu se mai poartă mască nicăieri și până la modificarea  care impunea asta ar rămâne o perioadă de vid legislativ.",0
212,"un pensionar de la scara 4 le-a luat copiilor mingea și a dat cu ea pe acoperisul centralei termice, enervat că ăștia mici i-au lovit Loganul",0
37,"Târziu, despre  : 'M-a jignit de moarte' #claudiutarziu #georgesimion #aur …",0
103,"Si daca o sa muste americanii sunt de vina, ei baga batzul prin gard...",0
2028,"Uneori sunt la Cora si chiar sunt foarte bune, gustoase, delicioase.",2
3543,30 ponturi fotbal  pentru biletul zilei,1
157,Asta e ceva otravă care acționează la nivelul nervilor cumva? Am niște vagi amintiri din facultate cu numele ăsta ca paralizant nervos sau ceva de genul.,0
1621,20% reduceri la  azi amiversare <|EMAIL|> Center),2
3468,"Rata somajului la femei a fost cu 0,2 puncte procentuale mai mare decat la barbati",1
1406,Cinaaa::)))  Donald's Brâncoveanu,2
3789,discută cu  pentru un film în spațiu,1
646,"Măcar atât, dacă mai mult nu putem face. Dar aș fi vrut să putem și să facem mai mult.",1
2687,"3 doamne si toti 3 fara numerar, hai mai  :( serviciile de baza!! Dati un cot la managementul cashului! :)",0
3476,"Dragi români,  Pe 27 septembrie mergeți la vot pentru a-i alege pe cei care pot dezvolta orașul sau comuna în care trăiți!",1
1712,Tot mai real e bancul ala cu benzina picurata. <|EMAIL|>,0
2877,"de ce e trenul timisoara - bucuresti (via sibiu) superaglomerat ? pentru ca are doar 3 vagoane. bai, cfr calatori, muriti, baaa !",0
234,Azi e una din acele zile în care aș fi preferat să-mi rup un picior în loc să aflu că ai mei s-au îmbolnăvit.,0
3736,Reply-ul lui  l-ai vazut sau cand ai postat asta nu l-ai inteles defapt,1
3425,Doi barbati care au rapit de pe strada o femeie au fost retinuti,1
784,"Echipa Invictus, formată din militari răniți în teatrele de operații, va reprezenta România la ediția din acest an a Jocurilor Invictus. Acestea se vor desfășura la Haga în perioada 16 – 22 aprilie, anunță  . …",1
1564,Una plus una gratis. <|EMAIL|> Hut in București),2
1737,E Ursus :)) RT <|EMAIL|> E sfintita?  : Am găsit bere!!!!!”,2
1079,"Mesaj pt bulnagiii ăștia de profesori, manca mi ati cariciul ca tema se face în clasă, nici de gând acasă.",0
2008,Urasc camasile in dungi sau patratele. Nu se pot da la tv :( (at ),0
1551,Locul unde cantarul nu merge veci. <|EMAIL|>,0
2888,"a lansat azi in Romania noile televizoare BRAVIA Triluminos Display, Xperia Tablet Z, gama noua Cyber-shot si noile sisteme cu NFC…",1
3832,Greşeala pe care o fac toate gospodinele atunci când pregătesc plăcintă cu dovleac! Află care e secretul,1
2759,"tocmai mi-am facut rutina de seara cu gama cu argan de la  care miroase tare  ador,si astea si  natural cu argan",2
2018,Cum mă în ditamai  nu are dăcât 3 feluri de pringles toate de rahat.,0
2422,In cea mai frumoasa capitala europeana cu cel mai compact superzoom de calatorie Sony HX50,2
1617,lanseaza noi modele de CAMERE FOTO SMART,1
2123,este cea mai mare bancă din România. oare când va ataca piața din Europa.,2
3219,"Se pare că și vaccinul de la creează probleme asemănătoare cu cele de la  pentru categoria de vârstă 18-60 de ani, femei. :(",1
482,Ce înseamnă cool pentru mine?  - timp liber  - vacanțe de 2 luni  - venit pasiv,2
1284,nici bine nu a intrat pe usa si a inceput sa tipe nu,0
2642,"A încercat cineva sa dea un SMS din rețeaua ? De nevoie, nu de felicitare. #Belgravistan #plm #MuritiMa",2
3662,"Prezentatoare  : “domnule , pe ce sens se circulă acum îngreunat pe un singur sens și pe ce sensuri se circulă pe un singur sens?” Întreb și eu: ce sens are sensul acestei întrebări?",1
2385,iar a avut probleme. Sunt curios cât mai rezistă până renunță oameni la acest site.  via,0
501,"a autorizat primul administrator de fond care poate încheia pensii ocupaționale, așa numitul Pilon 4 de pensii. Acest nou tip de pensie vine în completarea celor acordate de sistemul de pensii din România, …",1
3264,Suporterii vor putea intra în tribune la Campionatul European de Fotbal de la București,1
1867,vor să evidențieze că-s mai iubibili decât șnapanii de la,0
2066,Un cadou ideal de Ziua Femeii Primul mărțișor a venit tocmai de la  .…,2
2546,"prezinta la CES 2014 cea mai compacta cameră video 4K, noul Action Cam si gama Handycam Full HD",1
3491,Amintiri din valiza LAMONZA. Episodul 162 : 12 ore pe aeroportul din Qatar,1
2,covrigii cu vanilie sunt cei mai buni argue with the wall,2
2588,"Ăsta scoate limba la mine, nu? Ce animal! #tfb8 #vacaverde #calbor #beresilva #daciaplant #toyota…",0
1580,si  au pregatit reduceri pentru tine!,2
3209,“Cântărețul de muzica coreeana... IUNGHIIIII”,1
150,Au fost lansate primele premii europene pentru producția ecologică:  Noutati Fonduri Structurale,1
1636,)) <|EMAIL|>  lanseaza noul telefon Galaxy Note 3 ”,1
959,Daaa. Un ruj bun te salvează din orice situație🤣🤣,2
3628,"Inainte de aceasta Maia  declarase ca va participa la o singura dezbatere, pe teren neutru",1
2019,Doar salata nu se califică la mâncăruri cangerigene. <|EMAIL|> in București),0
2599,"Cam tare...branduri pe Tinder. Bravooo,  primele campanii de brand pe tinder!!! #bravo #smsbucuresti",2
3474,30 ponturi fotbal  pentru biletul zilei,1
117,Va rog frumos când aveți timp faceți un material despre maiarelf !! Teapa data românilor !! Și au cumparat mașini din banii oamenilor și nu livreaza nimic !!!,0
2137,la ora 18 e gata reparația sa avem și noi curent? <|EMAIL|> pictor Octav Bancila),0
2417,"Ce se întâmplă, oare? Am dat peste doamne foarte amabile la  la cartele ŞI la ghişeu la  :D",2
3371,"Birouri permanente reunite - marţi, la ora 9,00",1
3313,Au deja oameni in parlament si cateva televiziuni,1
3320,"Deputat :  nu a înțeles că în guvern se joacă în echipă, nu la individual compus  prin",1
3583,"Probabil, n-am mâncat suficiente dulciuri azi.  :))",1
3185,India: Doi bărbaţi au fost arestaţi după furturi cu ajutorul maimuţelor,1
1930,"Aaa și un sfat , dacă nu-ți place digi NU mai urmări 😉 simplu",0
3678,Europa intră într-o fază decisivă a luptei împotriva Covid-19,1
2936,"După modelul altor fintech-uri,  oferă 50 lei pentru fiecare prieten care isi deschide un ING Card folosind codul de recomandare. Mai multe detalii aici",2
2991,"Asta o arde la FastFood🤣🤣 Nu mai încapi in monitor, Boss 👎🏽 Short Food “cap de bivol” ! Ce este ""Short"" ? Discutie despre ""Short Selling"" sau ""Vanzarea in lipsa"", Short-ul  si Tesla",0
